family,comparison,model_id,benchmark_id,metric,family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,observed_family_size,target,year
history,versus_fit504,ridge_all_raw_fit252_val126,ridge_all_raw_fit504_val126,rank_ic,40,1.0,-0.0025379921497511375,0.0016445029655140929,-1.5433186822850928,0.1227534729073974,-0.005761158734628074,0.0006851744351257993,251,251,0,5,20,raw,2018
history,versus_fit504,ridge_all_raw_fit252_val126,ridge_all_raw_fit504_val126,rank_ic,40,1.0,-0.0025379921497511375,0.00134676583587504,-1.8845088597767383,0.05949617753023941,-0.005177604683675197,0.00010162038417292239,251,251,0,21,20,raw,2018
history,versus_fit504,ridge_all_raw_fit252_val126,ridge_all_raw_fit504_val126,rank_ic,40,1.0,-0.0025379921497511375,0.001200068812668967,-2.1148721831264106,0.03444084259718068,-0.004890083801552057,-0.0001859004979502172,251,251,0,63,20,raw,2018
feature,versus_core,lasso_all_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,1.0,-0.001349018618404811,0.0017529444638706545,-0.7695729363987152,0.4415532639828732,-0.004784726634490168,0.0020866893976805457,251,251,0,5,40,raw,2018
feature,versus_core,lasso_all_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,1.0,-0.001349018618404811,0.001529058052367205,-0.8822546771957633,0.3776390998660809,-0.004345917331315493,0.0016478800945058708,251,251,0,21,40,raw,2018
feature,versus_core,lasso_all_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,1.0,-0.001349018618404811,0.0011507623970575195,-1.1722824988496579,0.24108365567783208,-0.003604471471400531,0.0009064342345909088,251,251,0,63,40,raw,2018
estimator,versus_ols,lasso_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014463647595061159,0.001135483924376867,-1.2737870862415377,0.20273888301981724,-0.0036718723563089776,0.0007791428372967459,251,251,0,5,56,raw,2018
estimator,versus_ols,lasso_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014463647595061159,0.0009024729740284429,-1.6026682251213114,0.10900792229612452,-0.0032151792856226157,0.00032244976661038394,251,251,0,21,56,raw,2018
estimator,versus_ols,lasso_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014463647595061159,0.0007604213458130021,-1.9020570207162446,0.057163700475278065,-0.002936763210375078,4.403369136284606e-05,251,251,0,63,56,raw,2018
history,versus_fit504,lasso_all_raw_fit252_val126,lasso_all_raw_fit504_val126,rank_ic,40,1.0,-0.002940400288505832,0.0015400362014645066,-1.9093059537883856,0.05622263471712098,-0.005958815778264136,7.801520125247157e-05,251,251,0,5,20,raw,2018
history,versus_fit504,lasso_all_raw_fit252_val126,lasso_all_raw_fit504_val126,rank_ic,40,1.0,-0.002940400288505832,0.001388908295013165,-2.117058627314168,0.03425487240818656,-0.005662610524560568,-0.00021819005245109647,251,251,0,21,20,raw,2018
history,versus_fit504,lasso_all_raw_fit252_val126,lasso_all_raw_fit504_val126,rank_ic,40,0.9880384017402816,-0.002940400288505832,0.0013091442525692899,-2.2460475862267164,0.02470096004350704,-0.005506275874109248,-0.00037452470290241617,251,251,0,63,20,raw,2018
feature,versus_core,enet_all_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,1.0,-0.0013954048786145637,0.0017490614858614742,-0.7978020726511383,0.42498535834289186,-0.004823502397649166,0.0020326926404200386,251,251,0,5,40,raw,2018
feature,versus_core,enet_all_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,1.0,-0.0013954048786145637,0.0015214012278964705,-0.9171840097328483,0.3590462244823639,-0.004377296491326661,0.0015864867340975334,251,251,0,21,40,raw,2018
feature,versus_core,enet_all_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,1.0,-0.0013954048786145637,0.0011400589570174605,-1.2239760672247344,0.22096125601229677,-0.0036298793746210836,0.0008390696173919561,251,251,0,63,40,raw,2018
estimator,versus_ols,enet_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014927388603069897,0.0011328545521986015,-1.317679182565792,0.18761106618134848,-0.0037130929823384995,0.0007276152617245201,251,251,0,5,56,raw,2018
estimator,versus_ols,enet_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014927388603069897,0.0009118858271787116,-1.6369799988287814,0.10163464881456588,-0.00328000223958978,0.0002945245189758009,251,251,0,21,56,raw,2018
estimator,versus_ols,enet_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,84,1.0,-0.0014927388603069897,0.0007785881660119473,-1.9172380540447154,0.05520769563617264,-0.0030187436244794993,3.3265903865519744e-05,251,251,0,63,56,raw,2018
history,versus_fit504,enet_all_raw_fit252_val126,enet_all_raw_fit504_val126,rank_ic,40,1.0,-0.0029907400137051195,0.0015430741552831093,-1.9381699858464714,0.05260248725177454,-0.00601510978353458,3.362975612434139e-05,251,251,0,5,20,raw,2018
history,versus_fit504,enet_all_raw_fit252_val126,enet_all_raw_fit504_val126,rank_ic,40,1.0,-0.0029907400137051195,0.0013894103932281844,-2.152524573215818,0.03135606201551843,-0.0057139343441779955,-0.0002675456832322439,251,251,0,21,20,raw,2018
history,versus_fit504,enet_all_raw_fit252_val126,enet_all_raw_fit504_val126,rank_ic,40,0.9653823375339372,-0.0029907400137051195,0.001326282037913346,-2.2549804100570365,0.02413455843834843,-0.005590205041357665,-0.0003912749860525747,251,251,0,63,20,raw,2018
feature,versus_core,ols_textcore_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.19966833549284285,0.006827860863943306,0.002325791934839949,2.9357143954552276,0.003327805591547381,0.0022693924361232767,0.011386329291763335,251,251,0,5,40,raw,2018
feature,versus_core,ols_textcore_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.16577382978124214,0.006827860863943306,0.00228131025327537,2.9929558481316905,0.0027628971630207022,0.002356574929961632,0.011299146797924979,251,251,0,21,40,raw,2018
feature,versus_core,ols_textcore_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.018125507526411788,0.006827860863943306,0.0018895424302896211,3.613499625354674,0.0003020917921068631,0.0031244257533153625,0.01053129597457125,251,251,0,63,40,raw,2018
history,versus_fit504,ols_textcore_raw_fit252_val126,ols_textcore_raw_fit504_val126,rank_ic,40,0.9444617917875062,-0.002559920251689809,0.0011310106348942164,-2.263391848591449,0.023611544794687654,-0.004776660362214254,-0.00034318014116536434,251,251,0,5,20,raw,2018
history,versus_fit504,ols_textcore_raw_fit252_val126,ols_textcore_raw_fit504_val126,rank_ic,40,0.8204810529672488,-0.002559920251689809,0.00110491517657011,-2.316847759876321,0.02051202632418122,-0.004725514203738939,-0.000394326299640679,251,251,0,21,20,raw,2018
history,versus_fit504,ols_textcore_raw_fit252_val126,ols_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.002559920251689809,0.001175248336373609,-2.1781951715743726,0.02939150940162436,-0.004863364663872697,-0.00025647583950692094,251,251,0,63,20,raw,2018
feature,versus_core,ridge_textcore_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,0.011511201677527394,0.008765750330440856,0.002350376594210313,3.7295088591477406,0.00019185336129212325,0.00415909685568273,0.013372403805198982,251,251,0,5,40,raw,2018
feature,versus_core,ridge_textcore_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,0.018705843652179043,0.008765750330440856,0.002431335163676585,3.6053237173543677,0.0003117640608696507,0.004000420975288952,0.013531079685592761,251,251,0,21,40,raw,2018
feature,versus_core,ridge_textcore_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,0.00014251732355735156,0.008765750330440856,0.0018577202749285866,4.718552329293938,2.3752887259558593e-06,0.005124685498230979,0.012406815162650733,251,251,0,63,40,raw,2018
estimator,versus_ols,ridge_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0014694006908581522,0.0008076631055729095,1.8193237758654883,0.06886204811871924,-0.0001135899077065218,0.003052391289422826,251,251,0,5,56,raw,2018
estimator,versus_ols,ridge_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0014694006908581522,0.0007078518769377793,2.0758590020484093,0.037906993482200585,8.203650567102628e-05,0.0028567648760452783,251,251,0,21,56,raw,2018
estimator,versus_ols,ridge_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0014694006908581522,0.0006680508407904238,2.199534228741615,0.027839958054198977,0.00016004510306721984,0.0027787562786490846,251,251,0,63,56,raw,2018
history,versus_fit504,ridge_textcore_raw_fit252_val126,ridge_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0019350310575287925,0.001093274538142475,-1.7699406599338732,0.07673702649122495,-0.004077809777502705,0.00020774766244512012,251,251,0,5,20,raw,2018
history,versus_fit504,ridge_textcore_raw_fit252_val126,ridge_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0019350310575287925,0.0011283480611886767,-1.7149238998915834,0.08635918015990246,-0.004146552619484196,0.00027649050442661084,251,251,0,21,20,raw,2018
history,versus_fit504,ridge_textcore_raw_fit252_val126,ridge_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0019350310575287925,0.0012489934188004263,-1.5492724208164836,0.12131624659768635,-0.004383013175305181,0.0005129510602475955,251,251,0,63,20,raw,2018
feature,versus_core,lasso_textcore_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.05823411331105283,0.0072264673316232795,0.0021905541277309074,3.2989220581866374,0.0009705685551842139,0.0029330601350851474,0.011519874528161412,251,251,0,5,40,raw,2018
feature,versus_core,lasso_textcore_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.0765157753264385,0.0072264673316232795,0.0022432071013829234,3.2214891470199993,0.0012752629221073084,0.0028298622030482603,0.011623072460198298,251,251,0,21,40,raw,2018
feature,versus_core,lasso_textcore_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.009586948339721483,0.0072264673316232795,0.0019141179758620204,3.7753510612995784,0.0001597824723286914,0.003474865036773011,0.010978069626473548,251,251,0,63,40,raw,2018
estimator,versus_ols,lasso_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0008947698214442694,0.0006124774285490886,1.460902524300217,0.1440421937834445,-0.0003056638798556486,0.0020952035227441873,251,251,0,5,56,raw,2018
estimator,versus_ols,lasso_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0008947698214442694,0.00048221899079194114,1.8555258887145902,0.06352116581110157,-5.036203316918721e-05,0.001839901676057726,251,251,0,21,56,raw,2018
estimator,versus_ols,lasso_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0008947698214442694,0.00041462322103860764,2.158031137771111,0.03092541095809982,8.212324105460838e-05,0.0017074164018339305,251,251,0,63,56,raw,2018
history,versus_fit504,lasso_textcore_raw_fit252_val126,lasso_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018256047102051766,0.0009452878225872984,-1.931268621665313,0.0534498416961737,-0.0036783347975005696,2.7125377090216497e-05,251,251,0,5,20,raw,2018
history,versus_fit504,lasso_textcore_raw_fit252_val126,lasso_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018256047102051766,0.000980747926006717,-1.8614413161580046,0.06268188058096161,-0.0037478353230906954,9.66259026803425e-05,251,251,0,21,20,raw,2018
history,versus_fit504,lasso_textcore_raw_fit252_val126,lasso_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018256047102051766,0.0010979291524385673,-1.6627709594470623,0.0963582918428485,-0.003977506306561355,0.0003262968861510022,251,251,0,63,20,raw,2018
feature,versus_core,enet_textcore_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.056863972000285486,0.007239843682634799,0.002190175379963625,3.3055999756307366,0.0009477328666714248,0.0029471788180797653,0.011532508547189832,251,251,0,5,40,raw,2018
feature,versus_core,enet_textcore_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.07543557382202203,0.007239843682634799,0.0022445221941788736,3.2255611913355984,0.0012572595637003671,0.002840661019543389,0.011639026345726208,251,251,0,21,40,raw,2018
feature,versus_core,enet_textcore_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.009471847557654284,0.007239843682634799,0.001916133553128233,3.7783606841053463,0.00015786412596090473,0.003484290928934696,0.010995396436334902,251,251,0,63,40,raw,2018
estimator,versus_ols,enet_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0009081583318646676,0.0006163709904982901,1.473395642988469,0.14064438443938504,-0.00029990661062726084,0.002116223274356596,251,251,0,5,56,raw,2018
estimator,versus_ols,enet_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0009081583318646676,0.00048397717671957687,1.8764486747499403,0.06059369614626472,-4.041950384508011e-05,0.0018567361675744154,251,251,0,21,56,raw,2018
estimator,versus_ols,enet_textcore_raw_fit252_val126,ols_textcore_raw_fit252_val126,rank_ic,84,1.0,0.0009081583318646676,0.0004175651145894246,2.1748903347867654,0.02963833537757867,8.974574606905475e-05,0.0017265709176602804,251,251,0,63,56,raw,2018
history,versus_fit504,enet_textcore_raw_fit252_val126,enet_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018187710083091533,0.0009444487234616637,-1.9257488131731055,0.054135745649354076,-0.0036698564915388435,3.2314474920536575e-05,251,251,0,5,20,raw,2018
history,versus_fit504,enet_textcore_raw_fit252_val126,enet_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018187710083091533,0.0009799015524176986,-1.856075239213289,0.06344283449443774,-0.0037393427594427306,0.00010180074282442391,251,251,0,21,20,raw,2018
history,versus_fit504,enet_textcore_raw_fit252_val126,enet_textcore_raw_fit504_val126,rank_ic,40,1.0,-0.0018187710083091533,0.0010959172943699183,-1.6595878335461705,0.09699739755675826,-0.003966729435308774,0.00032918741869046694,251,251,0,63,20,raw,2018
feature,versus_core,ols_textall_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.24037412080498624,0.007695466160224748,0.0026742000335594996,2.8776703551161362,0.004006235346749771,0.002454130406992325,0.012936801913457172,251,251,0,5,40,raw,2018
feature,versus_core,ols_textall_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.13355616363180983,0.007695466160224748,0.0025162528156471337,3.058304043366015,0.0022259360605301638,0.0027637012655588617,0.012627231054890635,251,251,0,21,40,raw,2018
feature,versus_core,ols_textall_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.003643823840518397,0.007695466160224748,0.0019190905463153038,4.009954702241753,6.0730397341973285e-05,0.003934117806375457,0.01145681451407404,251,251,0,63,40,raw,2018
feature,text_given_all,ols_textall_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,60,0.03399798022080925,0.007101956665359147,0.0020602683325669645,3.4471027647697503,0.0005666330036801541,0.003063904935039506,0.011140008395678788,251,251,0,5,40,raw,2018
feature,text_given_all,ols_textall_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,60,0.019996747465507256,0.007101956665359147,0.0019793872922120397,3.5879570881868417,0.00033327912442512094,0.0032224288611672892,0.010981484469551004,251,251,0,21,40,raw,2018
feature,text_given_all,ols_textall_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,60,0.0007277783239366538,0.007101956665359147,0.0016232136293385293,4.375244599352731,1.2129638732277563e-05,0.00392051641264108,0.010283396918077213,251,251,0,63,40,raw,2018
history,versus_fit504,ols_textall_raw_fit252_val126,ols_textall_raw_fit504_val126,rank_ic,40,1.0,-0.002707980032849874,0.0013675590703596597,-1.9801558057288828,0.04768602407252158,-0.005388346557485884,-2.7613508213863037e-05,251,251,0,5,20,raw,2018
history,versus_fit504,ols_textall_raw_fit252_val126,ols_textall_raw_fit504_val126,rank_ic,40,1.0,-0.002707980032849874,0.0012394919589250087,-2.184749980305206,0.02890718337273702,-0.0051373396314698914,-0.00027862043422985676,251,251,0,21,20,raw,2018
history,versus_fit504,ols_textall_raw_fit252_val126,ols_textall_raw_fit504_val126,rank_ic,40,0.6471514472754354,-0.002707980032849874,0.0011260460820295502,-2.404857204395308,0.016178786181885885,-0.004914989798560228,-0.00050097026713952,251,251,0,63,20,raw,2018
feature,versus_core,ridge_textall_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,0.022959810009618803,0.008609525915409462,0.002424016697208788,3.551760153023359,0.0003826635001603134,0.0038585404909565043,0.013360511339862418,251,251,0,5,40,raw,2018
feature,versus_core,ridge_textall_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,0.016010801573902902,0.008609525915409462,0.0023616698339293594,3.6455247857762085,0.0002668466928983817,0.0039807380975332264,0.013238313733285698,251,251,0,21,40,raw,2018
feature,versus_core,ridge_textall_raw_fit252_val126,ridge_core_raw_fit252_val126,rank_ic,60,1.661429519314137e-05,0.008609525915409462,0.0016754861929799956,5.13852394098019,2.769049198856895e-07,0.005325633320574544,0.011893418510244379,251,251,0,63,40,raw,2018
feature,text_given_all,ridge_textall_raw_fit252_val126,ridge_all_raw_fit252_val126,rank_ic,60,0.005957056165203215,0.008440646627810076,0.0021685306996598675,3.892334394497613,9.928426942005359e-05,0.004190404557107291,0.012690888698512861,251,251,0,5,40,raw,2018
feature,text_given_all,ridge_textall_raw_fit252_val126,ridge_all_raw_fit252_val126,rank_ic,60,0.003220030207440254,0.008440646627810076,0.0020897582116727303,4.039054174144782,5.366717012400423e-05,0.004344795796534694,0.012536497459085458,251,251,0,21,40,raw,2018
feature,text_given_all,ridge_textall_raw_fit252_val126,ridge_all_raw_fit252_val126,rank_ic,60,1.984937673899925e-05,0.008440646627810076,0.0016534130262327706,5.1049837480969416,3.308229456499875e-07,0.005200016644824466,0.011681276610795686,251,251,0,63,40,raw,2018
estimator,versus_ols,ridge_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.00044557097954531314,0.00056109204236656,0.7941138813268407,0.42712913715300405,-0.0006541492155051668,0.001545291174595793,251,251,0,5,56,raw,2018
estimator,versus_ols,ridge_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.00044557097954531314,0.00045605539781889954,0.9770106475578877,0.3285638811067648,-0.00044828117513481667,0.001339423134225443,251,251,0,21,56,raw,2018
estimator,versus_ols,ridge_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.00044557097954531314,0.0003697741993742084,1.2049812569383702,0.22821053762498678,-0.0002791731336402687,0.001170315092730895,251,251,0,63,56,raw,2018
history,versus_fit504,ridge_textall_raw_fit252_val126,ridge_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0021135426529370156,0.0014364795521047504,-1.4713350077557474,0.14120054031564694,-0.0049289908395905545,0.0007019055337165233,251,251,0,5,20,raw,2018
history,versus_fit504,ridge_textall_raw_fit252_val126,ridge_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0021135426529370156,0.0012210606387138658,-1.7309072014336606,0.08346831700780795,-0.004506777527755667,0.0002796922218816361,251,251,0,21,20,raw,2018
history,versus_fit504,ridge_textall_raw_fit252_val126,ridge_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0021135426529370156,0.0012344444322077998,-1.7121407799271706,0.08687072773859104,-0.004533009280980299,0.00030592397510626835,251,251,0,63,20,raw,2018
feature,versus_core,lasso_textall_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.12716657094273487,0.00789109755158083,0.002567911106375799,3.0729636754123733,0.0021194428490455813,0.002858084267583859,0.0129241108355778,251,251,0,5,40,raw,2018
feature,versus_core,lasso_textall_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.11195281267445402,0.00789109755158083,0.002536686603067354,3.1107893036683905,0.0018658802112409003,0.002919283169503564,0.012862911933658095,251,251,0,21,40,raw,2018
feature,versus_core,lasso_textall_raw_fit252_val126,lasso_core_raw_fit252_val126,rank_ic,60,0.007788423168810722,0.00789109755158083,0.0020620485169674675,3.8268243868411975,0.00012980705281351204,0.003849556723950363,0.011932638379211297,251,251,0,63,40,raw,2018
feature,text_given_all,lasso_textall_raw_fit252_val126,lasso_all_raw_fit252_val126,rank_ic,60,0.0016313659040534515,0.009240116169985641,0.002202222980349244,4.19581316353364,2.718943173422419e-05,0.004923838442574664,0.013556393897396619,251,251,0,5,40,raw,2018
feature,text_given_all,lasso_textall_raw_fit252_val126,lasso_all_raw_fit252_val126,rank_ic,60,0.0003123102698375407,0.009240116169985641,0.0020279672812755886,4.556343810524211,5.205171163959012e-06,0.005265373336859878,0.013214859003111406,251,251,0,21,40,raw,2018
feature,text_given_all,lasso_textall_raw_fit252_val126,lasso_all_raw_fit252_val126,rank_ic,60,1.1147989534976658e-06,0.009240116169985641,0.0016427665723821529,5.624728628722143,1.857998255829443e-08,0.0060203528531103095,0.012459879486860974,251,251,0,63,40,raw,2018
estimator,versus_ols,lasso_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.0006917947451203768,0.0005739840907521146,1.2052507312770464,0.22810652320568714,-0.0004331934004527377,0.0018167828906934913,251,251,0,5,56,raw,2018
estimator,versus_ols,lasso_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.0006917947451203768,0.0004438320320122709,1.558685933468746,0.11907073269909674,-0.00017810005280890248,0.001561689543049656,251,251,0,21,56,raw,2018
estimator,versus_ols,lasso_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.0006917947451203768,0.0004513803306390626,1.5326204935446264,0.12536938906243075,-0.00019289444626196736,0.001576483936502721,251,251,0,63,56,raw,2018
history,versus_fit504,lasso_textall_raw_fit252_val126,lasso_textall_raw_fit504_val126,rank_ic,40,1.0,-0.002400198560144526,0.0013803374673306294,-1.7388490981021898,0.08206130972558975,-0.0051056102826237924,0.00030521316233474106,251,251,0,5,20,raw,2018
history,versus_fit504,lasso_textall_raw_fit252_val126,lasso_textall_raw_fit504_val126,rank_ic,40,1.0,-0.002400198560144526,0.001244138059188983,-1.9292059610403243,0.053705298447369126,-0.004838664347950494,3.82672276614429e-05,251,251,0,21,20,raw,2018
history,versus_fit504,lasso_textall_raw_fit252_val126,lasso_textall_raw_fit504_val126,rank_ic,40,1.0,-0.002400198560144526,0.0012417162164802887,-1.9329686834146513,0.05324005577552529,-0.004833917623465233,3.3520503176180834e-05,251,251,0,63,20,raw,2018
feature,versus_core,enet_textall_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.1660532975234802,0.007831565022879624,0.0026171152972211133,2.992441728186481,0.0027675549587246697,0.0027021132969374025,0.012961016748821845,251,251,0,5,40,raw,2018
feature,versus_core,enet_textall_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.14287438551127127,0.007831565022879624,0.0025778364815959138,3.03803793560683,0.002381239758521188,0.002779098360918183,0.012884031684841065,251,251,0,21,40,raw,2018
feature,versus_core,enet_textall_raw_fit252_val126,enet_core_raw_fit252_val126,rank_ic,60,0.007773372132230924,0.007831565022879624,0.0020462371826615953,3.827300710415641,0.00012955620220384873,0.0038210138410361893,0.011842116204723058,251,251,0,63,40,raw,2018
feature,text_given_all,enet_textall_raw_fit252_val126,enet_all_raw_fit252_val126,rank_ic,60,0.0026506937093692465,0.009226969901494188,0.0022590392774458844,4.084466345324632,4.4178228489487445e-05,0.004799334278038868,0.013654605524949508,251,251,0,5,40,raw,2018
feature,text_given_all,enet_textall_raw_fit252_val126,enet_all_raw_fit252_val126,rank_ic,60,0.0005081260651135506,0.009226969901494188,0.0020720899983385902,4.45297738461766,8.46876775189251e-06,0.0051657481320248905,0.013288191670963486,251,251,0,21,40,raw,2018
feature,text_given_all,enet_textall_raw_fit252_val126,enet_all_raw_fit252_val126,rank_ic,60,1.2327046249302011e-06,0.009226969901494188,0.0016455141621446753,5.607347608280835,2.054507708217002e-08,0.006001821407640022,0.012452118395348355,251,251,0,63,40,raw,2018
estimator,versus_ols,enet_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.000632274375828051,0.00047711117998055266,1.3252139173385602,0.18510021062933601,-0.00030284635355523983,0.0015673951052113419,251,251,0,5,56,raw,2018
estimator,versus_ols,enet_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.000632274375828051,0.00038654038938964753,1.6357265454883532,0.10189683121201211,-0.00012533086594574653,0.0013898796176018487,251,251,0,21,56,raw,2018
estimator,versus_ols,enet_textall_raw_fit252_val126,ols_textall_raw_fit252_val126,rank_ic,84,1.0,0.000632274375828051,0.0003891886487119629,1.6245961384551968,0.10424864049072682,-0.00013052135883920713,0.001395070110495309,251,251,0,63,56,raw,2018
history,versus_fit504,enet_textall_raw_fit252_val126,enet_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0024804981200238978,0.00137850920785171,-1.7994062759214675,0.07195443755321632,-0.005182326519770089,0.00022133027972229356,251,251,0,5,20,raw,2018
history,versus_fit504,enet_textall_raw_fit252_val126,enet_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0024804981200238978,0.001235767362243678,-2.007253303340418,0.044722698576615816,-0.004902557643291569,-5.84385967562261e-05,251,251,0,21,20,raw,2018
history,versus_fit504,enet_textall_raw_fit252_val126,enet_textall_raw_fit504_val126,rank_ic,40,1.0,-0.0024804981200238978,0.001226107454421929,-2.0230674816289853,0.04306619063662321,-0.004883624571866965,-7.73716681808311e-05,251,251,0,63,20,raw,2018
estimator,versus_ols,nn3_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0014954580540739867,0.001270527679377985,-1.177036973178043,0.2391807492886091,-0.00398564654701609,0.000994730438868117,251,251,0,5,56,raw,2018
estimator,versus_ols,nn3_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0014954580540739867,0.0012661218084739198,-1.1811328452485075,0.2375499537389606,-0.00397701119872359,0.0009860950905756164,251,251,0,21,56,raw,2018
estimator,versus_ols,nn3_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0014954580540739867,0.0011292402145314892,-1.3243046384904364,0.18540189064712043,-0.0037087282044499896,0.0007178120963020165,251,251,0,63,56,raw,2018
estimator,nn_versus_regularized,nn3_core_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,84,1.0,-0.0010262954646356177,0.0012205933136919954,-0.8408168823498842,0.4004505278548446,-0.0034186143992423292,0.0013660234699710938,251,251,0,5,56,raw,2018
estimator,nn_versus_regularized,nn3_core_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,84,1.0,-0.0010262954646356177,0.0010982024792709,-0.9345229900746339,0.35003418257529806,-0.003178732771739177,0.0011261418424679415,251,251,0,21,56,raw,2018
estimator,nn_versus_regularized,nn3_core_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,84,1.0,-0.0010262954646356177,0.0008145614503191866,-1.2599362076777179,0.20769237575821675,-0.002622806570455936,0.0005702156411847004,251,251,0,63,56,raw,2018
estimator,nn_versus_regularized,nn3_core_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,84,1.0,-0.0010977205242685083,0.0013023220699850623,-0.842894818085283,0.39928727190718394,-0.0036502248777108824,0.0014547838291738657,251,251,0,5,56,raw,2018
