model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target,subgroup,stock_days
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.09201877118898037,0.00259394635833273,35.47443103184517,1.2188105871699825e-275,0.0869347297488194,0.09710281262914135,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,52.521134838217264,7.858571586461957,6.683292791872758,2.3363212247985016e-11,37.11861755882204,67.92365211761249,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,44.15825650330413,8.340808348916035,5.294241835570158,1.195111913526258e-07,27.81057253747771,60.50594046913055,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,rank_ic,0.08099289985167389,0.002240404405217391,36.15101794259103,3.5859637998423947e-286,0.07660178790664292,0.08538401179670486,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,ew_spread_bp,65.36511490188381,6.981876800539344,9.362112333009717,7.815823446155563e-21,51.68088782833096,79.04934197543668,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,cap_spread_bp,57.408515448603175,7.691033884694842,7.464343066131346,8.371622378774096e-14,42.334366030724105,72.48266486648225,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,rank_ic,0.08429925197513674,0.0022322548792859803,37.76416965525957,0.0,0.07992411280742241,0.08867439114285107,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,ew_spread_bp,68.0176387251196,7.241735187502795,9.392450423000689,5.862030000747788e-21,53.824098572037705,82.2111788782015,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,cap_spread_bp,58.044420247588924,8.06604159715138,7.196146901608841,6.19378976725959e-13,42.23526921937029,73.85357127580757,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.0850806379719042,0.002278529299861846,37.34015532609692,3.6629795218513833e-305,0.08061480260645572,0.08954647333735268,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,66.70627105884033,7.297995990886078,9.14035457708456,6.224789598980818e-20,52.40246175738591,81.01008036029475,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,58.78404066448841,8.171284962427881,7.193977561030044,6.293054246514783e-13,42.76861643071604,74.79946489826078,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,rank_ic,0.08609130039661023,0.002365763425451606,36.39049427783594,6.018195206999274e-290,0.08145448928678296,0.09072811150643749,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,ew_spread_bp,52.013579069101986,7.592899386165622,6.850292151094681,7.369932032055629e-12,37.13176973398108,66.89538840422289,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,cap_spread_bp,42.09642309576177,8.402075243106143,5.010241146114665,5.436187373642218e-07,25.628658223878112,58.56418796764543,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_recent,ridge,characteristics_textcore,504,rank_ic,0.08744334917020297,0.002397558929288699,36.471824780609424,3.102408960792341e-291,0.0827442200179847,0.09214247832242123,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_recent,ridge,characteristics_textcore,504,ew_spread_bp,51.349712256963464,7.51520318910899,6.832777632862849,8.328600662253078e-12,36.620184669809284,66.07923984411764,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_recent,ridge,characteristics_textcore,504,cap_spread_bp,43.3070484494076,8.496364768518697,5.097126786490123,3.4484737986474773e-07,26.65447950359596,59.95961739521924,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.08834992702145304,0.0024195871700772036,36.514463340716915,6.53767906268882e-292,0.08360762331064653,0.09309223073225956,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,50.85324931986911,7.616688094180471,6.676556620287959,2.4462158388223834e-11,35.92481497380036,65.78168366593785,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ridge_characteristics_textcore_full_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,43.782979981033506,8.515595301053349,5.141505488831498,2.7254568932475086e-07,27.092719884050425,60.47324007801659,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_lasso_characteristics_textcore_full_raw_fixed504_retain,lasso,characteristics_textcore,504,rank_ic,0.0895611649656409,0.002482553182734047,36.07623215830035,5.351065201686277e-285,0.08469545013777688,0.09442687979350492,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_lasso_characteristics_textcore_full_raw_fixed504_retain,lasso,characteristics_textcore,504,ew_spread_bp,56.883498677592776,7.54865473651049,7.535580929733748,4.861655587420996e-14,42.08840726230453,71.67859009288102,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
