model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target,horizon,target_column,stock_days
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,rank_ic,0.07938210515730008,0.004809776512592557,16.50432300741385,3.415418164285003e-61,0.06995511641893201,0.08880909389566816,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,ew_spread_bp,61.083181333173314,13.738644014604928,4.446085164462996,8.744929128361391e-06,34.15593386813087,88.01042879821576,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_recent,ols,characteristics_textcore,504,cap_spread_bp,29.510619577093436,14.755256169405852,2.000007267802097,0.045499479110742785,0.5908489023955283,58.430390251791344,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.08008266655444028,0.004883292729758747,16.399317220206182,1.9339943858824613e-60,0.07051158867814684,0.08965374443073372,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,62.26891662396352,13.919353227621913,4.473549568409222,7.693171373164532e-06,34.98748560973321,89.55034763819383,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,29.59117008006604,14.643726127911446,2.020740474220168,0.043306637673227726,0.8899942698914245,58.292345890240654,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,rank_ic,0.0838445864608345,0.005458315075000107,15.360891650402364,2.9942793447402313e-53,0.07314648549756224,0.09454268742410675,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,ew_spread_bp,53.37873096630946,15.12976226062818,3.528061449135633,0.000418614966110992,23.72494184082492,83.032520091794,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_ridge_characteristics_textcore_full_raw_fixed504_retain,ridge,characteristics_textcore,504,cap_spread_bp,34.71686477217787,16.63243971728809,2.0872983977264905,0.03686116953868203,2.1178819512596547,67.3158475930961,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_ridge_characteristics_textcore_full_raw_fixed504_recent,ridge,characteristics_textcore,504,rank_ic,0.0836959174361097,0.005452845981137165,15.349033830340337,3.595006499849015e-53,0.07300853569983688,0.09438329917238251,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
