model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,horizon,target_column,stock_days
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,102.30892178202484,40.048827572172314,2.5546046659581507,0.010630846288936164,23.814662117512412,180.80318144653728,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,rank_ic,0.12947183211655833,0.01336896861844354,9.684504153741658,3.509071166121312e-22,0.10326913511396278,0.15567452911915386,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,ew_spread_bp,223.15635227916724,89.94671714650084,2.4809838464221103,0.013102031050081864,46.864026144414254,399.4486784139202,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,cap_spread_bp,153.96480642501274,81.7597106361342,1.8831378588192687,0.059681687754973636,-6.28128180822668,314.2108946582522,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,rank_ic,0.1322036338104189,0.014062379460332581,9.401227877781379,5.392998796420449e-21,0.10464187653123125,0.15976539108960658,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,ew_spread_bp,200.2645982454993,98.70394158003027,2.028942259444852,0.0424641717824592,6.808427616494441,393.72076887450413,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,cap_spread_bp,158.1014456107528,96.61406118233585,1.6364227284926391,0.10175114557410735,-31.25863470677473,347.4615259282803,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,rank_ic,0.13210021010424275,0.014030246935044998,9.41538739238299,4.713410538579181e-21,0.10460143141735108,0.15959898879113443,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,ew_spread_bp,202.2471223580135,98.31394498008439,2.0571560056814224,0.039671221879035094,9.555331018995673,394.93891369703135,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,cap_spread_bp,152.70885066728346,95.83317894497425,1.5934862262574658,0.11105115582933568,-35.120728588848294,340.5384299234152,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
