family,comparison,model_id,benchmark_id,metric,family_size,observed_family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,period
incremental_social,attention_given_characteristics,ols_characteristics_attention_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.15780280493814217,0.0006717997563689816,0.00020577772172568508,3.264686530374429,0.0010958528120704318,0.00026848283296593343,0.0010751166797720298,2266,2266,0,5,raw,full
incremental_social,attention_given_characteristics,ols_characteristics_attention_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.10191263484652342,0.0006717997563689816,0.00019837183284207848,3.3865682780871094,0.0007077266308786349,0.0002829981084513079,0.0010606014042866554,2266,2266,0,21,raw,full
incremental_social,attention_given_characteristics,ols_characteristics_attention_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.13443424731411985,0.0006717997563689816,0.00020297189709743803,3.309816609963889,0.0009335711619036101,0.00027398214818423315,0.00106961736455373,2266,2266,0,63,raw,full
incremental_social,core_given_characteristics,ols_characteristics_core_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.0005721725209257121,0.0010231428572802276,0.0002218067096561279,4.612767841272384,3.973420284206334e-06,0.0005884096948248843,0.001457876019735571,2266,2266,0,5,raw,full
incremental_social,core_given_characteristics,ols_characteristics_core_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.00026338539610357365,0.0010231428572802276,0.00021443028048343305,4.771447647102602,1.8290652507192613e-06,0.0006028672303378768,0.0014434184842225784,2266,2266,0,21,raw,full
incremental_social,core_given_characteristics,ols_characteristics_core_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.00028050158162246975,0.0010231428572802276,0.00021500231011270838,4.758752855929205,1.94792765015604e-06,0.0006017460728664074,0.0014445396416940478,2266,2266,0,63,raw,full
incremental_social,attention_given_characteristics_sentiment,ols_characteristics_core_raw_fit252_val126,ols_characteristics_sentiment_raw_fit252_val126,rank_ic,144,144,1.0,0.0004127153040332889,0.00017921183550530554,2.30294669361316,0.021281842522117827,6.146656083957355e-05,0.0007639640472270042,2266,2266,0,5,raw,full
incremental_social,attention_given_characteristics_sentiment,ols_characteristics_core_raw_fit252_val126,ols_characteristics_sentiment_raw_fit252_val126,rank_ic,144,144,1.0,0.0004127153040332889,0.0001705749981870427,2.41955332504667,0.015539582133890326,7.83944509237002e-05,0.0007470361571428777,2266,2266,0,21,raw,full
incremental_social,attention_given_characteristics_sentiment,ols_characteristics_core_raw_fit252_val126,ols_characteristics_sentiment_raw_fit252_val126,rank_ic,144,144,1.0,0.0004127153040332889,0.00017228134311000182,2.395589078788234,0.016593681631989796,7.505007632949753e-05,0.0007503805317370803,2266,2266,0,63,raw,full
incremental_social,sentiment_given_characteristics_attention,ols_characteristics_core_raw_fit252_val126,ols_characteristics_attention_raw_fit252_val126,rank_ic,144,144,0.1939959953955402,0.000351343100911246,0.00010959840412661931,3.2057319055972604,0.0013471944124690291,0.0001365341760600061,0.0005661520257624859,2266,2266,0,5,raw,full
